#input, Strategy, Shape Filter, Container Height, Rotations Allowed, Number of rectangles, Input sorted, Fill rate, # Mutations
149, SimulatedAnnealing, None, 33, false, 25, -, 0.8599669, 800
150, SimulatedAnnealing, None, 196, true, 25, -, 0.8079469, 100
150, SimulatedAnnealing, None, 196, true, 25, -, 0.8486671, 200
150, SimulatedAnnealing, None, 196, true, 25, -, 0.85254586, 300
150, SimulatedAnnealing, None, 196, true, 25, -, 0.8246703, 400
150, SimulatedAnnealing, None, 196, true, 25, -, 0.83052105, 500
150, SimulatedAnnealing, None, 196, true, 25, -, 0.84853387, 600
150, SimulatedAnnealing, None, 196, true, 25, -, 0.8469797, 700
150, SimulatedAnnealing, None, 196, true, 25, -, 0.81957626, 800
151, SimulatedAnnealing, None, 192, true, 10, -, 0.88257134, 100
151, SimulatedAnnealing, None, 192, true, 10, -, 0.89023846, 200
151, SimulatedAnnealing, None, 192, true, 10, -, 0.9007687, 300
151, SimulatedAnnealing, None, 192, true, 10, -, 0.88405967, 400
151, SimulatedAnnealing, None, 192, true, 10, -, 0.9053865, 500
151, SimulatedAnnealing, None, 192, true, 10, -, 0.9007687, 600
151, SimulatedAnnealing, None, 192, true, 10, -, 0.9085743, 700
151, SimulatedAnnealing, None, 192, true, 10, -, 0.91506815, 800
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8949318, 100
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8841039, 200
152, SimulatedAnnealing, None, 87, true, 25, -, 0.86377966, 300
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8566173, 400
152, SimulatedAnnealing, None, 87, true, 25, -, 0.87401056, 500
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8609004, 600
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8609004, 700
152, SimulatedAnnealing, None, 87, true, 25, -, 0.8594679, 800
153, SimulatedAnnealing, None, 105, false, 25, -, 0.8524194, 100
153, SimulatedAnnealing, None, 105, false, 25, -, 0.8819533, 200
153, SimulatedAnnealing, None, 105, false, 25, -, 0.8765203, 300
153, SimulatedAnnealing, None, 105, false, 25, -, 0.85858506, 400
153, SimulatedAnnealing, None, 105, false, 25, -, 0.8658527, 500
153, SimulatedAnnealing, None, 105, false, 25, -, 0.848996, 600
153, SimulatedAnnealing, None, 105, false, 25, -, 0.87717843, 700
153, SimulatedAnnealing, None, 105, false, 25, -, 0.85544163, 800
154, SimulatedAnnealing, None, 152, false, 10, -, 0.87927735, 100
154, SimulatedAnnealing, None, 152, false, 10, -, 0.87927735, 200
154, SimulatedAnnealing, None, 152, false, 10, -, 0.8677079, 300
154, SimulatedAnnealing, None, 152, false, 10, -, 0.8677079, 400
154, SimulatedAnnealing, None, 152, false, 10, -, 0.87927735, 500
154, SimulatedAnnealing, None, 152, false, 10, -, 0.8677079, 600
154, SimulatedAnnealing, None, 152, false, 10, -, 0.8571932, 700
154, SimulatedAnnealing, None, 152, false, 10, -, 0.85155374, 800
155, SimulatedAnnealing, None, 98, false, 25, -, 0.84197724, 100
155, SimulatedAnnealing, None, 98, false, 25, -, 0.8486011, 200
155, SimulatedAnnealing, None, 98, false, 25, -, 0.85084015, 300
155, SimulatedAnnealing, None, 98, false, 25, -, 0.82479405, 400
155, SimulatedAnnealing, None, 98, false, 25, -, 0.84197724, 500
155, SimulatedAnnealing, None, 98, false, 25, -, 0.8332971, 600
155, SimulatedAnnealing, None, 98, false, 25, -, 0.82154256, 700
155, SimulatedAnnealing, None, 98, false, 25, -, 0.84971917, 800
156, SimulatedAnnealing, None, 129, false, 10, -, 0.86134595, 100
156, SimulatedAnnealing, None, 129, false, 10, -, 0.8750181, 200
156, SimulatedAnnealing, None, 129, false, 10, -, 0.8750181, 300
156, SimulatedAnnealing, None, 129, false, 10, -, 0.86134595, 400
156, SimulatedAnnealing, None, 129, false, 10, -, 0.86134595, 500
156, SimulatedAnnealing, None, 129, false, 10, -, 0.8750181, 600
156, SimulatedAnnealing, None, 129, false, 10, -, 0.8750181, 700
156, SimulatedAnnealing, None, 129, false, 10, -, 0.8750181, 800
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9351852, 100
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9237805, 200
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9237805, 300
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9126506, 400
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9237805, 500
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9126506, 600
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9237805, 700
157, SimulatedAnnealing, None, 12, false, 25, -, 0.9126506, 800
158, SimulatedAnnealing, None, 132, false, 25, -, 0.81769794, 100
158, SimulatedAnnealing, None, 132, false, 25, -, 0.8193429, 200
158, SimulatedAnnealing, None, 132, false, 25, -, 0.8383125, 300
158, SimulatedAnnealing, None, 132, false, 25, -, 0.8130475, 400
158, SimulatedAnnealing, None, 132, false, 25, -, 0.84069645, 500
158, SimulatedAnnealing, None, 132, false, 25, -, 0.82569444, 600
158, SimulatedAnnealing, None, 132, false, 25, -, 0.82569444, 700
158, SimulatedAnnealing, None, 132, false, 25, -, 0.82569444, 800
159, SimulatedAnnealing, None, 55, false, 10, -, 0.9042704, 100
159, SimulatedAnnealing, None, 55, false, 10, -, 0.8878291, 200
159, SimulatedAnnealing, None, 55, false, 10, -, 0.9042704, 300
159, SimulatedAnnealing, None, 55, false, 10, -, 0.9042704, 400
159, SimulatedAnnealing, None, 55, false, 10, -, 0.8878291, 500
159, SimulatedAnnealing, None, 55, false, 10, -, 0.90923893, 600
159, SimulatedAnnealing, None, 55, false, 10, -, 0.8944945, 700
159, SimulatedAnnealing, None, 55, false, 10, -, 0.9042704, 800
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8795699, 100
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8867209, 200
160, SimulatedAnnealing, None, 15, true, 25, -, 0.9088889, 300
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8939891, 400
160, SimulatedAnnealing, None, 15, true, 25, -, 0.9165266, 500
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8867209, 600
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8939891, 700
160, SimulatedAnnealing, None, 15, true, 25, -, 0.8867209, 800
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 100
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 200
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 300
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 400
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 500
161, SimulatedAnnealing, None, 3, true, 10, -, 1.0, 600
161, SimulatedAnnealing, None, 3, true, 10,
